"","SRR1027171","SRR1027172","SRR1027173","SRR1027174","SRR1027175","SRR1027176","SRR1027177","SRR1027178","SRR1027179","SRR1027180","SRR1027181","SRR1027182","SRR1027183","SRR1027184","SRR1027185","SRR1027186","SRR1027187","SRR1027188","SRR1027189","SRR1027190"
"ENSG00000206585.1",0,0,3,2,2,0,8,2,4,4,6,2,22,47,6,6,1,0,0,0
"ENSG00000227778.2",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000203836.7",7,2,5,4,8,4,9,14,9,4,3,1,10,14,7,4,2,6,12,10
"ENSG00000225080.1",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"ENSG00000203835.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000269647.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232265.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226335.2",0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,2,2
"ENSG00000238677.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224335.1",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000227700.1",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199879.1",7,2,10,16,13,1,29,6,3,10,4,0,3,3,16,14,2,0,0,0
"ENSG00000234283.1",10,0,12,2,1,2,2,2,1,3,1,0,0,0,0,0,1,2,0,0
"ENSG00000228626.1",10,0,19,2,6,2,8,4,7,10,7,2,0,0,0,0,3,0,0,1
"ENSG00000231196.3",9,1,13,1,6,7,7,8,8,2,11,1,1,0,0,0,0,2,1,2
"ENSG00000238107.1",6,0,12,2,1,1,3,4,2,2,4,1,0,0,2,0,0,0,0,0
"ENSG00000244252.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235988.1",6,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000224481.1",13,0,33,0,4,4,4,3,3,8,5,3,1,1,2,2,1,5,4,5
"ENSG00000252744.1",3,0,6,3,1,2,0,1,2,0,1,0,0,3,0,0,0,0,0,0
"ENSG00000202408.1",8,2,8,5,12,1,19,4,9,5,3,2,2,6,6,11,4,6,1,6
"ENSG00000272824.1",6,0,6,0,1,6,3,2,1,1,4,0,1,0,1,4,0,3,11,4
"ENSG00000207340.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0
"ENSG00000215863.2",7,0,15,4,1,4,5,2,2,2,1,0,0,0,4,0,0,5,11,3
"ENSG00000252842.1",2,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0
"ENSG00000202064.1",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201183.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231551.2",2,0,2,2,4,1,9,3,4,2,7,0,2,7,3,13,1,2,1,2
"ENSG00000225871.2",0,0,3,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000255963.1",2,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000270656.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212456.1",25,8,57,72,31,3,65,11,14,13,21,1,0,6,35,64,1,8,1,0
"ENSG00000223491.1",1,0,2,2,2,2,2,3,1,2,2,1,1,0,0,2,0,0,0,0
"ENSG00000122497.13",206,46,207,155,81,68,413,125,147,177,129,127,35,727,384,178,24,410,127,181
"ENSG00000223612.2",38,7,24,24,33,41,50,4,11,15,26,16,17,19,30,8,15,7,16,11
"ENSG00000256374.1",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271291.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207501.1",28,11,35,49,21,4,24,18,18,27,14,0,34,47,48,169,19,12,3,11
"ENSG00000236140.1",3,0,3,2,2,3,1,1,1,4,3,1,1,0,1,1,0,2,0,0
"ENSG00000203832.6",137,9,68,31,49,46,82,80,80,105,64,39,48,227,60,40,31,96,94,94
"ENSG00000234367.1",30,1,16,2,7,7,5,5,9,12,8,7,3,25,7,1,1,5,0,2
"ENSG00000229002.1",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000243452.3",249,40,65,135,132,111,122,217,255,172,222,61,126,364,192,142,57,318,421,367
"ENSG00000227212.3",1,0,0,0,0,0,0,1,0,0,2,0,1,1,0,1,1,1,1,0
"ENSG00000237253.1",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226675.1",0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,3,1,0,0,0
"ENSG00000207205.1",7,4,3,47,11,2,5,5,7,1,9,2,2,5,4,18,3,5,0,3
"ENSG00000271439.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231267.2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237533.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000203827.7",31,2,14,17,22,15,63,19,29,32,23,15,35,78,19,31,25,41,50,62
"ENSG00000237343.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233586.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206968.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270239.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230582.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235887.2",3,0,4,1,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0
"ENSG00000223495.2",1,0,2,2,3,1,0,3,0,3,3,0,0,0,0,0,0,0,0,0
"ENSG00000231448.1",23,0,28,0,3,4,3,1,3,2,4,1,0,0,0,2,1,0,0,0
"ENSG00000242943.1",6,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000175658.3",7,0,4,3,2,2,3,3,3,2,2,0,0,0,1,0,0,0,0,0
"ENSG00000222854.1",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000232527.3",19,3,23,3,12,1,19,20,14,29,17,8,9,43,11,3,5,60,36,66
"ENSG00000264022.1",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000203825.4",25,0,53,5,4,13,4,12,16,12,7,7,3,0,1,1,4,1,0,0
"ENSG00000179571.9",17,0,12,1,1,15,1,2,5,5,5,2,1,1,0,0,1,0,0,0
"ENSG00000226028.2",17,0,18,7,4,7,0,1,4,6,6,3,0,0,0,0,0,0,0,0
"ENSG00000202167.1",12,0,11,3,1,4,2,1,4,3,4,0,0,0,0,0,0,0,0,0
"ENSG00000207349.1",0,0,1,1,1,2,1,1,0,1,2,0,0,0,1,1,0,0,0,0
"ENSG00000252826.1",15,0,24,0,1,7,0,2,2,2,1,2,0,1,2,0,0,0,0,0
"ENSG00000206737.1",71,12,60,95,81,81,52,27,36,57,41,10,26,39,77,194,9,2,0,2
"ENSG00000232721.1",9,2,30,1,5,5,11,15,13,21,23,0,1,3,2,11,0,23,12,18
"ENSG00000223779.4",37,2,46,2,6,8,26,45,79,109,124,7,24,8,10,117,3,1,8,5
"ENSG00000242352.2",0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0
"ENSG00000270962.1",4,0,4,1,2,1,1,0,7,3,3,0,2,0,1,6,0,0,1,0
"ENSG00000226067.2",6,3,16,2,10,3,2,1,4,38,10,5,7,4,6,8,2,14,4,8
"ENSG00000252105.1",13,0,16,4,4,2,2,4,4,10,7,1,4,0,3,5,2,2,3,0
"ENSG00000235999.1",59,6,60,19,26,24,29,35,38,196,66,16,43,6,32,47,11,100,45,71
"ENSG00000233430.2",4,0,6,1,0,2,4,2,9,18,3,2,8,4,8,6,1,1,0,0
"ENSG00000212044.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237503.2",6,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0
"ENSG00000253193.4",15,4,23,13,8,16,13,3,9,13,3,4,14,2,22,7,4,12,5,6
"ENSG00000240929.2",0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,3
"ENSG00000234571.1",9,2,14,10,4,4,7,5,3,6,6,1,4,2,14,2,1,22,4,9
"ENSG00000273213.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230186.3",2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ENSG00000203818.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000268074.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000203817.5",6,0,0,0,0,3,1,0,1,0,1,0,3,14,3,0,0,0,0,3
"ENSG00000212544.1",7,0,4,2,5,0,7,3,9,7,7,1,4,6,6,40,3,0,0,1
"ENSG00000271594.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000198161.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000268544.1",0,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0
"ENSG00000269501.1",9,2,15,4,5,5,18,11,13,29,15,0,23,11,27,36,1,9,3,11
"ENSG00000233368.2",1,0,0,0,1,0,2,1,2,5,2,1,7,1,0,8,0,1,1,1
"ENSG00000269614.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000229801.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232151.5",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000202496.1",3,0,3,5,10,0,10,1,4,9,0,1,4,5,1,5,2,0,1,0
"ENSG00000268554.1",0,0,0,0,0,0,3,0,0,2,1,0,1,0,0,2,0,0,0,0
"ENSG00000239903.2",5,0,5,1,3,3,7,13,25,33,16,1,4,3,5,39,1,6,3,2
"ENSG00000234232.2",13,2,26,1,3,5,2,3,4,11,10,1,7,1,7,4,1,1,0,0
"ENSG00000237168.1",1,1,4,0,3,2,3,1,1,2,2,0,1,0,3,5,0,0,0,0
"ENSG00000252925.1",7,0,5,0,1,1,0,0,1,7,4,1,0,1,1,0,0,1,3,3
"ENSG00000223759.2",11,0,12,2,4,1,2,3,6,24,14,2,2,2,5,3,1,7,13,5
"ENSG00000203815.2",12,1,10,2,5,2,3,0,4,23,11,3,5,0,2,8,1,15,6,15
"ENSG00000197844.2",0,0,2,0,0,0,0,0,1,4,0,0,1,0,1,0,0,0,0,0
"ENSG00000263825.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226500.2",5,0,3,1,1,0,1,4,2,1,1,1,0,0,0,1,0,0,0,0
"ENSG00000150337.9",40,41,44,94,52,38,134,29,41,66,54,32,26,40,102,60,10,14,13,10
"ENSG00000203814.5",100,17,11,58,51,30,24,87,40,77,24,61,242,455,63,243,38,72,14,25
"ENSG00000242663.1",0,0,0,0,0,0,1,0,0,2,0,1,2,4,0,1,1,0,0,1
"ENSG00000233030.2",34,3,15,16,12,8,2,10,7,25,9,6,12,15,17,38,3,30,7,7
"ENSG00000183598.3",55,7,9,44,71,37,16,51,23,38,25,12,142,122,26,97,9,22,2,3
"ENSG00000264207.1",4,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"ENSG00000183941.8",98,8,35,32,35,18,79,12,15,10,19,12,63,550,29,41,2,0,0,0
"ENSG00000203811.1",29,5,9,17,24,17,69,7,17,4,14,7,34,191,14,20,3,1,0,0
"ENSG00000183558.5",36,7,15,24,15,13,55,21,9,13,14,5,16,81,9,10,2,25,6,3
"ENSG00000220323.3",5,0,5,2,1,4,3,8,4,1,5,1,11,6,5,9,2,5,5,6
"ENSG00000261716.1",226,26,136,76,76,105,133,213,208,191,109,179,584,627,204,770,64,180,101,119
"ENSG00000272993.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000203819.6",2,2,2,3,1,2,2,6,4,5,2,4,17,14,2,15,1,14,7,4
"ENSG00000203812.2",26,14,17,36,33,20,67,36,30,18,25,8,47,189,31,54,0,15,3,2
"ENSG00000203852.3",79,6,20,43,38,27,58,18,21,3,13,1,25,114,14,16,6,0,0,0
"ENSG00000182217.7",13,1,11,6,1,3,34,7,4,5,7,1,15,31,2,1,3,1,1,0
"ENSG00000184678.8",349,62,188,150,82,104,249,653,295,222,138,300,656,786,305,1442,88,3183,543,1068
"ENSG00000184260.4",910,155,337,573,709,497,2248,655,527,418,597,288,543,826,767,528,311,26,6,2
"ENSG00000184270.3",116,34,55,171,175,89,325,142,172,63,162,87,251,145,114,209,42,8,2,1
"ENSG00000178096.8",141,37,17,66,115,105,97,82,98,69,96,71,54,71,54,58,37,115,74,47
"ENSG00000159164.5",161,23,125,130,79,62,139,51,96,50,404,44,39,26,10,15,29,211,209,333
"ENSG00000143368.9",463,68,234,243,266,505,294,184,221,371,204,185,216,576,186,275,101,2829,1493,2262
"ENSG00000014914.15",459,62,305,225,228,816,257,157,168,354,243,93,106,165,48,92,75,365,345,394
"ENSG00000163113.10",1097,140,591,545,584,994,1421,1082,1110,1023,1288,581,621,867,332,627,527,1340,1731,2929
"ENSG00000223945.2",19,1,13,1,5,5,3,3,7,12,1,3,4,27,3,11,5,3,0,1
"ENSG00000136631.8",985,102,435,448,642,785,1172,539,589,604,688,480,536,976,547,534,133,674,570,494
"ENSG00000023902.9",359,116,318,617,478,454,493,304,299,252,274,201,336,306,355,155,140,997,1206,1251
"ENSG00000266187.1",2,0,2,0,1,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000143401.10",3446,420,504,1534,1681,3896,1485,438,579,484,650,420,589,2359,469,304,200,899,1209,1861
"ENSG00000222222.1",4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0
"ENSG00000271845.1",4,0,3,0,0,1,2,1,0,0,1,1,1,0,0,0,0,0,0,0
"ENSG00000118298.6",76,5,110,33,30,49,50,42,38,27,39,33,11,26,9,9,3,23,15,23
"ENSG00000238526.1",5,0,0,0,0,4,0,0,0,2,2,0,0,2,0,0,0,2,1,2
"ENSG00000117362.8",1584,786,842,1688,1646,2404,3133,1210,1442,1592,1881,1537,1349,1801,766,1010,1120,3171,2954,2829
"ENSG00000118292.4",71,22,62,55,58,63,98,42,56,62,58,39,65,45,57,31,40,60,131,91
"ENSG00000159208.11",207,56,92,83,104,128,62,62,23,61,32,113,27,42,14,67,13,137,119,205
"ENSG00000187145.10",788,268,181,532,584,640,467,572,356,387,641,296,261,588,202,278,278,1090,696,632
"ENSG00000117360.8",757,127,422,384,479,573,534,426,424,402,393,320,536,1072,362,447,120,1084,1154,1485
"ENSG00000163125.11",920,149,457,314,470,641,742,757,649,755,549,520,688,1202,558,776,199,841,694,1564
"ENSG00000143374.10",423,87,251,186,254,289,395,251,350,272,333,280,184,454,160,132,106,285,355,351
"ENSG00000143369.10",121,99,235,275,182,397,372,252,408,876,290,82,76,47,108,377,169,529,1049,704
"ENSG00000228126.1",5,0,2,0,5,0,1,2,3,3,3,2,0,3,3,4,0,7,4,4
"ENSG00000237781.2",9,1,3,4,2,2,7,4,2,12,3,2,13,5,6,2,2,25,10,18
"ENSG00000143382.9",147,32,66,69,162,86,89,55,102,156,78,51,130,55,101,75,41,351,321,591
"ENSG00000225996.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000264553.1",0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0
"ENSG00000203804.3",6,1,6,5,6,7,3,4,8,13,7,2,9,9,4,6,5,9,4,11
"ENSG00000264508.1",12,1,14,1,7,18,9,8,8,7,7,5,12,5,6,4,2,7,1,4
"ENSG00000264584.1",6,0,6,3,5,6,5,0,5,7,2,1,12,8,6,7,5,8,9,3
"ENSG00000143384.8",5826,1220,3434,3795,5017,4743,4746,2690,3540,4028,3629,3003,5819,4830,4508,4469,2455,29438,35044,48822
"ENSG00000253047.1",4,0,2,2,0,1,3,2,4,3,1,5,1,1,0,3,0,12,11,8
"ENSG00000143420.13",1306,342,881,824,1176,1563,2431,1196,1277,851,1496,767,829,1074,727,717,645,5005,5854,5639
"ENSG00000143457.6",411,168,517,480,536,620,1384,520,793,729,1159,458,442,557,437,705,285,1313,1327,1961
"ENSG00000143452.11",394,44,20,113,75,229,5,4,5,12,5,2,102,266,14,405,35,1,0,0
"ENSG00000206931.1",11,1,0,1,4,5,0,0,0,0,1,0,1,14,1,11,0,0,0,0
"ENSG00000163131.6",2416,505,1555,2089,741,2020,3557,510,891,1873,1450,993,1723,1170,3129,1082,629,650,1213,850
"ENSG00000236713.1",1,0,2,0,1,4,0,1,0,0,0,3,1,2,0,1,0,0,0,0
"ENSG00000143387.8",659,343,2427,2567,1965,988,3684,1932,2748,6601,2014,576,1415,120,1112,1142,1355,2595,4600,6027
"ENSG00000224690.2",4,0,7,2,3,7,3,4,4,5,7,5,4,1,0,2,1,0,1,0
"ENSG00000143437.16",1024,248,636,748,771,864,1720,646,860,1061,844,523,638,862,512,541,412,910,1145,1942
"ENSG00000200175.1",2,0,0,0,0,1,0,1,2,0,1,0,0,2,1,0,0,0,0,0
"ENSG00000224800.1",2,0,6,0,0,2,2,1,2,3,1,0,0,0,0,0,0,1,2,1
"ENSG00000212512.1",1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
"ENSG00000229357.1",1,0,7,0,0,6,1,1,0,2,0,2,0,0,0,0,0,0,0,0
"ENSG00000143379.8",662,141,337,465,412,634,997,329,434,441,520,284,341,885,303,372,273,463,672,688
"ENSG00000143418.15",482,259,678,388,566,894,2550,1222,990,1008,1231,871,405,720,507,574,818,2373,1498,1964
"ENSG00000259357.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231073.1",5,1,2,3,2,6,9,2,10,9,5,5,4,5,5,2,1,1,1,0
"ENSG00000143412.5",119,42,130,48,57,84,674,282,465,132,407,323,41,18,91,43,73,436,196,314
"ENSG00000143409.11",301,126,237,188,246,331,1257,511,459,439,649,829,166,92,127,155,165,727,568,704
"ENSG00000143363.11",465,145,246,317,395,630,1071,295,387,386,450,312,235,753,239,242,242,587,441,483
"ENSG00000200759.1",1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
"ENSG00000163141.14",122,61,196,37,234,297,1098,421,433,153,367,239,8,34,47,44,29,374,395,506
"ENSG00000143443.9",58,16,33,22,37,63,74,35,31,47,51,61,25,55,45,45,25,127,78,115
"ENSG00000197622.8",1458,515,1324,1330,1339,2173,3615,1035,1367,1207,1457,1164,1454,1679,1566,1503,1406,2202,2440,2768
"ENSG00000213190.2",109,48,126,96,95,153,253,85,96,85,76,67,92,45,43,64,39,132,222,99
"ENSG00000143458.7",453,132,365,354,366,399,642,441,519,584,635,170,216,436,259,194,139,352,335,493
"ENSG00000233717.1",2,0,4,0,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,1
"ENSG00000261168.1",6,3,4,5,3,1,7,5,2,2,4,1,2,3,2,1,1,6,4,5
"ENSG00000143434.11",109,93,65,79,126,102,191,145,110,102,105,44,43,111,17,40,24,156,269,380
"ENSG00000163154.5",25,21,33,38,37,12,61,12,27,36,41,22,37,12,30,17,16,7,10,2
"ENSG00000163156.7",357,90,154,183,198,280,467,167,169,116,187,75,54,135,61,79,42,346,271,246
"ENSG00000163155.7",141,43,105,94,105,151,285,101,127,110,133,134,57,156,75,80,91,93,129,145
"ENSG00000163157.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000163159.7",682,209,262,561,496,816,1010,367,353,289,451,170,128,394,183,218,218,816,713,740
"ENSG00000143398.15",1176,213,443,634,793,1183,1834,558,629,815,759,616,638,1857,642,658,548,4363,4943,5878
"ENSG00000159352.11",2023,595,867,1129,1136,1873,2957,1308,1285,831,1533,592,451,1262,580,608,641,2257,1759,1308
"ENSG00000232671.2",6,1,1,3,6,0,4,2,4,1,1,2,2,1,1,1,1,5,4,0
"ENSG00000143373.13",617,160,301,439,617,600,1138,652,536,661,687,358,324,668,320,465,303,420,658,847
"ENSG00000143393.12",1138,286,507,708,1095,1061,2003,694,900,979,989,647,556,1061,496,619,477,2659,3079,3315
"ENSG00000265753.1",11,0,8,2,8,2,13,5,4,7,7,4,3,5,1,0,0,1,4,2
"ENSG00000273481.1",10,0,1,2,2,4,7,2,0,2,2,2,0,1,0,0,0,1,0,0
"ENSG00000143390.13",850,159,321,460,501,701,743,534,448,451,608,472,407,844,573,416,260,743,1314,937
"ENSG00000224645.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237976.1",19,2,13,3,8,11,0,2,4,3,3,3,6,2,2,1,2,0,7,3
"ENSG00000143416.16",732,89,563,90,894,374,1851,423,600,1008,646,733,169,315,87,161,212,4259,2648,1830
"ENSG00000159377.6",2498,678,778,1550,1527,2709,3184,1315,1281,951,1490,892,574,2361,854,924,953,3507,3681,2434
"ENSG00000143442.17",1289,363,827,1000,928,995,1592,1370,1418,1559,1233,931,1136,2271,812,1033,460,2003,3343,3659
"ENSG00000238711.1",9,0,8,2,0,3,4,1,2,5,0,5,8,3,7,9,0,0,0,0
"ENSG00000143375.10",436,93,265,192,259,265,949,494,463,231,331,1380,381,284,140,111,94,989,1576,1951
"ENSG00000252840.1",0,0,0,4,1,0,11,4,2,1,2,5,5,4,2,6,0,0,0,0
"ENSG00000143367.11",390,84,357,279,304,374,1261,567,463,360,512,179,294,238,231,284,290,2906,3832,5081
"ENSG00000232536.1",11,4,6,4,3,1,14,20,10,4,9,2,12,10,6,9,1,0,7,1
"ENSG00000207606.1",8,1,3,1,1,3,4,5,6,8,5,4,8,7,6,4,0,0,2,1
"ENSG00000223861.1",11,1,1,3,1,1,8,14,11,17,11,7,16,17,7,11,3,22,17,5
"ENSG00000250734.2",9,0,7,2,2,5,3,6,1,6,4,1,4,6,2,1,0,0,1,0
"ENSG00000143376.8",1169,283,775,751,883,747,1947,1034,1267,1276,1099,873,858,1958,706,684,571,686,1104,1352
"ENSG00000206635.1",3,0,0,0,0,0,1,0,1,1,1,0,3,7,2,4,1,0,0,0
"ENSG00000227045.1",5,1,2,1,1,1,0,1,2,2,1,0,2,0,1,2,0,1,1,0
"ENSG00000159409.10",71,4,55,13,23,35,17,23,14,11,29,37,1,1,4,2,3,1,3,3
"ENSG00000178796.8",1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
"ENSG00000240510.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206980.1",3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000269621.1",3,0,6,1,0,3,1,0,2,3,2,0,0,0,0,1,0,0,0,0
"ENSG00000236940.1",4,0,6,0,1,0,1,0,0,3,2,1,0,0,0,1,1,0,0,0
"ENSG00000143436.6",743,154,249,370,430,784,907,248,308,176,427,137,103,370,114,144,122,358,274,265
"ENSG00000143450.10",30,3,22,18,10,31,21,14,18,23,14,11,12,39,5,31,2,20,16,14
"ENSG00000249602.1",4,1,0,3,4,5,3,1,2,2,4,0,1,3,0,1,3,8,1,5
"ENSG00000232937.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000268288.1",1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1
"ENSG00000182134.11",186,55,172,161,178,296,303,114,111,229,173,65,150,559,83,105,62,250,160,210
"ENSG00000203288.3",13,4,4,3,6,3,10,7,2,14,9,1,1,21,1,4,7,5,3,0
"ENSG00000269489.1",1,1,1,1,1,0,0,1,1,0,0,2,2,10,1,1,1,0,1,0
"ENSG00000213171.2",57,0,56,7,24,22,29,31,30,23,34,12,3,4,5,2,1,11,8,8
"ENSG00000143365.12",299,43,176,33,121,188,423,215,176,303,320,133,74,82,203,12,168,375,249,254
"ENSG00000225556.1",42,10,19,30,35,50,40,9,10,17,9,7,4,25,13,6,8,42,34,26
"ENSG00000201134.1",2,0,1,1,1,1,6,0,1,2,1,0,3,5,1,3,1,2,0,0
"ENSG00000234614.1",52,3,8,10,6,39,46,7,14,9,23,12,27,34,11,5,8,22,23,22
"ENSG00000196407.7",65,3,38,12,23,57,36,14,10,25,23,15,18,19,18,3,4,40,41,36
"ENSG00000159445.8",168,46,152,96,89,258,331,151,127,165,177,171,141,304,95,41,152,269,267,179
"ENSG00000223810.2",7,0,10,3,2,8,1,4,2,1,4,1,0,1,0,0,0,1,0,0
"ENSG00000197747.4",621,580,936,1838,1514,3014,2611,729,735,1205,848,201,635,944,372,243,583,3858,3507,3984
"ENSG00000229021.2",20,0,34,2,6,8,8,6,6,5,8,1,1,8,4,3,0,8,3,7
"ENSG00000240667.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000163191.5",1055,841,1167,1507,1862,3057,4019,893,1043,1931,932,530,1455,1850,1397,1466,1488,7073,3744,5173
"ENSG00000232678.2",1,0,1,0,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"ENSG00000182898.3",24,2,16,1,3,10,6,3,5,8,8,0,2,0,2,4,5,0,0,0
"ENSG00000159450.8",28,4,31,11,3,15,9,15,9,12,11,2,1,1,9,5,2,41,58,86
"ENSG00000226716.1",1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"ENSG00000233792.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215853.3",20,1,38,16,3,17,3,5,4,5,4,2,1,1,0,0,1,0,0,0
"ENSG00000237975.2",14,2,34,13,5,7,10,12,18,34,19,1,24,3,10,11,11,16,32,9
"ENSG00000236427.1",1,0,0,0,0,2,1,1,1,8,1,0,1,2,3,5,1,0,0,0
"ENSG00000197915.5",32,4,21,10,13,16,13,7,14,40,13,9,28,7,21,13,6,8,4,2
"ENSG00000143631.10",61,5,110,44,31,51,32,35,48,47,44,12,33,9,10,24,8,5,27,20
"ENSG00000143520.6",30,0,23,4,4,7,7,11,8,14,5,1,4,0,1,3,1,0,2,0
"ENSG00000227415.1",1,0,1,0,0,1,0,1,1,2,1,1,0,0,0,0,0,0,1,0
"ENSG00000183586.8",1,0,1,0,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
"ENSG00000143536.7",26,0,47,11,8,9,4,7,15,2,10,4,0,0,2,0,1,0,0,0
"ENSG00000186207.4",8,0,7,1,2,2,2,2,4,2,2,0,0,0,0,0,0,0,0,0
"ENSG00000169509.5",3,0,2,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"ENSG00000185966.3",11,0,10,1,4,2,2,4,1,6,3,0,0,0,0,0,0,0,0,0
